"id","Metacritic_Score","Rank","Album_Name","Singer","Release_Date","Desciption","Release_Year","RYM_Rating","Genres","Language","Tracks","Colorscheme","RYM_Rank","Num_of_RYM_Ratings","avg_pop","max_pop","min_pop","med_pop","n"
1012,70,443,"Future Hndrxx Presents: The WIZRD","Future","2019-01-18","The seventh full-length studio release for the Atlanta rapper features guest appearances from Gunna, Travis Scott and Young Thug.",2019,2.99,"Trap, Southern Hip Hop","English","['Never Stop', 'Jumpin on a Jet', 'Rocket Ship', 'Temptation', 'Crushed Up', 'F&N', 'Call the Coroner', 'Talk Shit Like a Preacher', 'Promise U That', 'Stick to the Models', 'Overdose', 'Krazy but True', 'Servin Killa Kam', 'Baptiize', 'Unicorn Purp', 'Goin Dummi', 'First Off', 'Faceshot', ""Ain't Coming Back"", 'Tricks on Me']","['#a1867f', '#814d7e', '#d44a25', '#63230a', '#611e03']","#1,308 for 2019",3532,49.9,61,40,50,20
1013,70,444,"Beneath the Eyrie","Pixies","2019-09-13","The seventh full-length studio release for the alternative rock band was produced by Tom Dalgety.",2019,2.83,"Alternative Rock
Gothic Rock, Gothic Country","English","['In the Arms of Mrs. Mark of Cain', 'On Graveyard Hill', 'Catfish Kate', 'This Is My Fate', 'Ready for Love', 'Silver Bullet', 'Long Rider', 'Los surfers muertos', 'St. Nazaire', 'Bird of Prey', 'Daniel Boone', 'Death Horizon']","['#7a7a7a', '#b0b7b3', '#a19e95', '#b6b1ab']","#1,682 for 2019",1601,25.25,41,15,25.5,20
1014,70,445,"Let Love","Common","2019-08-30","The 12th full-length studio release from the rapper/actor features guest appearances from A-Trak, BJ The Chicago Kid, Leon Bridges, Daniel Caesar. Leikeli47, Jonathan McReynolds, Samora Pinderhughes, Jill Scott, and Swizz Beatz.",2019,3,"Conscious Hip Hop
Neo-Soul, Jazz Rap","English","['Good Morning Love', 'HER Love', ""Dwele's Interlude"", 'Hercules', 'Fifth Story', 'Forever Your Love', 'Leaders (Crib Love)', 'Memories of Home', 'Show Me That You Love', 'Fancy Free Future Love', 'God Is Love']","['#b0a59e', '#8ea2a1', '#909088', '#92805c']","#1,375 for 2019",512,22.5454545454545,31,16,22,11
1015,70,446,"Lahs","Allah-Las","2019-10-11","The fourth full-length release for the Los Angeles rock band was produced with Jarvis Taveniere.",2019,3.09,"Psychedelic Pop, Garage Rock, Neo-Psychedelia
Surf Rock, Neo-Psychedelia, Sunshine Pop, Indie Surf","English","['Holding Pattern', 'Keeping Dry', 'In the Air', 'Prazer em te Conhecer', 'Roco Ono', 'Star', 'Royal Blues', 'Electricity', 'Light Yearly', 'Polar Onion', 'On Our Way', 'Houston', 'Pleasure']","['#e95539', '#576156', '#74a5cd', '#7e7451']","#1,263 for 2019",266,33.6153846153846,54,21,28,13
1016,69,447,"Tutti","Cosey Fanni Tutti","2019-02-08","This is the first full-length release in nearly 40 years for the British avant-garde artist.",2019,3.24,"Post-Industrial
Dark Ambient, Ambient Techno","","['Tutti', 'Drone', 'Moe', 'Sophic Ripple', 'Split', 'Heliy', 'En', 'Orenda']","['#7b8483', '#aeaeb0', '#7a7a7a']","#873 for 2019",667,6.625,15,4,5.5,8
1017,69,448,"CrasH Talk","ScHoolboy Q","2019-04-26","The fifth full-length studio release for the Southern California rapper features guest appearances from 21 Savage, 6LACK, Kid Cudi, Lil Baby, Travis Scott, Ty Dolla $ign, and YG.",2019,2.54,"Trap, West Coast Hip Hop
Pop Rap, Gangsta Rap","English","['Gang Gang', 'Tales', 'CHopstix', 'Numb Numb Juice', 'Drunk', 'Lies', '5200', 'Black Folk', 'Floating', 'Dangerous', 'Die Wit Em', 'CrasH', 'Water', 'Attention']","['#7a7a7a', '#acaba7', '#fbe47e', '#838079', '#e9ce7f', '#afa89a', '#bcb9b2']","",3825,51.4285714285714,65,44,47,14
1018,69,449,"Easter is Cancelled","The Darkness","2019-10-04","The sixth full-length studio release for the British hard rock band was produced by Dan Hawkins.",2019,2.94,"Hard Rock
Glam Metal","English","['Rock and Roll Deserves to Die', 'How Can I Lose Your Love', ""Live 'Til I Die"", 'Heart Explodes', 'Deck Chair', 'Easter Is Cancelled', 'Heavy Metal Lover', 'In Another Life', 'Choke on It', 'We Are the Guitar Men']","['#9b9589', '#b6a998', '#59432b', '#635234', '#977b4c', '#c79c4e']","#1,916 for 2019",206,24.1428571428571,34,16,24,14
1019,69,450,"Our Pathetic Age","DJ Shadow","2019-11-15","The double album from the hip-hop DJ/producer features instrumentals in the first half and hip-hop collaborations that include such artists as De La Soul, Dave East, Ghostface Killah, Inspectah Deck, Nas, Pharoahe Monch, Pusha T, Raekwon, Run The Jewels, and Wiki in the second half.",2019,2.53,"Conscious Hip Hop, Instrumental Hip Hop
Breakbeat, IDM","English","['Instrumental Suite', 'Nature Always Wins', 'Slingblade', 'Intersectionality', 'Beauty, Power, Motion, Life, Work, Chaos, Law', 'Juggernaut', 'Firestorm', 'Weightless', 'Rosie', 'If I Died Today', 'My Lonely Room', 'We Are Always Alone', 'Vocal Suite', 'Drone Warfare', 'Rain on Snow', 'Rocket Fuel', 'C.O.N.F.O.R.M.', 'Small Colleges (Stay With Me)', ""JoJo's Words"", 'Kings & Queens', ""Taxin'"", 'Dark Side of the Heart', 'I Am Not a Robot (Interlude)', 'Urgent, Important, Please Read', 'Our Pathetic Age', 'Systematic [bonus track]']","['#e8252d', '#7e7e7c', '#b1b9b3', '#838383', '#cccccc']","",1031,26.1,52,18,24,20
1020,69,451,"Don't You Think You've Had Enough?","Bleached","2019-07-12","The third full-length release for the sister duo of sisters Jennifer and Jessie Clavin was produced by Shane Stoneback.",2019,3.06,"Indie Rock, Power Pop
Indie Pop","English","['Heartbeat Away', 'Hard to Kill', 'Daydream', 'I Get What I Need', 'Somebody Dial 911', 'Kiss You Goodbye', 'Rebound City', 'Silly Girl', 'Valley to LA', 'Real Life', 'Awkward Phase', 'Shitty Ballet']","['#888984', '#b1ada1', '#f1b986', '#d79a61', '#a35c24']","#1,732 for 2019",197,19.6666666666667,41,13,17,12
1021,69,452,"Altid Sammen","Efterklang","2019-09-20","The first full-length studio release in seven years for the Danish group is an Danish-language only album featuring the Belgian baroque collective, B.O.X. (Baroque Orchestration X).",2019,3.13,"Art Pop, Chamber Pop
Dream Pop, Post-Rock, Electronic","Danish","['Vi er uendelig', 'Supertanker', 'Uden ansigt', 'I dine øjne', 'Hænder der åbner sig', 'Verden forsvinder', 'Under broen der ligger du', 'Havet løfter sig', 'Hold mine hænder']","['#c2b4a9', '#716e77', '#b4b5b0', '#65524e']","",136,12.1111111111111,18,8,11,9
1022,69,453,"Here Comes the Cowboy","Mac DeMarco","2019-05-10","The fourth full-length release for the Los Angeles-based Canadian singer-songwriter was co-mixed with Joe Santarpia.",2019,2.61,"Singer-Songwriter, Soft Rock, Indie Pop
Folk Pop, Psychedelic Pop, Bedroom Pop","English","['Here Comes the Cowboy', 'Nobody', 'Finally Alone', 'Little Dogs March', 'Preoccupied', 'Choo Choo', 'K', 'Heart to Heart', 'Hey Cowgirl', 'On the Square', 'All of Our Yesterdays', 'Skyless Moon', 'Baby Bye Bye']","['#a2a09c', '#355643', '#c1a484', '#be9d74']","",5169,48.7692307692308,72,39,47,13
1023,69,454,"Tallies","Tallies","2019-01-11","The debut full-length release for the Canadian indie pop quartet founded by Sarah Cogan and Dylan Frankland was co-produced Frankland and Josh Korody of Beliefs.",2019,3.15,"Indie Pop, Dream Pop, Jangle Pop
Jangle Pop, Shoegaze, Indie Rock","English","['Trouble', 'Mother', 'Midnight', 'Have You', 'Not So Proud', 'Trains and Snow', 'Eden', 'Beat the Heart', 'Giving Up', 'Rocks', 'Easy Enough']","['#aeb0ad', '#a9b2b1', '#929697', '#7e7787', '#585752', '#b3b5b2']","#1,098 for 2019",383,3.45454545454545,10,1,3,11
1024,69,455,"Labyrinth","Doon Kanda","2019-11-29","This is the debut full-length release for the London-based producer/videographer who has who has collaborated with likes of Björk, Arca and FKA twigs.",2019,3.13,"Wonky, Modern Classical
UK Bass, Classical Waltz","","['Polycephaly', 'Dio', 'Gut', 'Enigma', 'Wing', 'Nastasya', 'Pieridae', 'Mino', 'Search', 'Bunny', 'Garnet', 'Forgive', 'Entrance']","['#7a7a7a', '#c8c8c4', '#bcbcbc', '#9f9f9f']","#1,096 for 2019",435,15,27,9,11,13
1025,69,456,"Metal Galaxy","Babymetal","2019-10-11","The third full-length release from Japanese kawaii metal band is its first without Yuimetal, who left the band in October 2018 to pursue a solo career.",2019,3,"Alternative Metal, Trance Metal
J-Pop, Power Metal","Japanese, English","['Future Metal', 'Da Da Dance', 'Elevator Girl (English Version)', 'Shanti Shanti Shanti', 'Oh! Majinai', 'Brand New Day', 'Night Night Burn!', 'In the Name Of', 'Distortion', 'Pa Pa Ya!!', 'Kagerou', 'Starlight', 'Shine', 'Arkadia']","['#807f7b', '#a5acbc', '#565e61', '#7a7d7e', '#b3b5c1', '#c8cccc', '#84857d']","#1,314 for 2019",932,40.9285714285714,54,33,41,14
1026,69,457,"Cry","Cigarettes After Sex","2019-10-25","The second full-length release for the Texas dream pop was recorded at night in Mallorca.",2019,2.73,"Dream Pop, Slowcore
Ambient Pop","English","[""Don't Let Me Go"", 'Kiss It Off Me', 'Heavenly', ""You're the Only Good Thing in My Life"", 'Touch', 'Hentai', 'Cry', 'Falling in Love', 'Pure']","['#7a7a7a', '#cccccc']","#1,797 for 2019",1583,64.5555555555556,78,55,63,9
1027,69,458,"Internationally Unknown","Rat Boy","2019-01-25","The second full-length release British punk band features guest appearances from Aimee Interrupter and Rancid's Tim Armstrong (who also produced the album).",2019,2.37,"Rap Rock, Punk Rock
Skate Punk, Ska Punk","English","[]","['#7a7a7a', '#cccccc']","",115,16.1666666666667,35,9,14,12
1028,69,459,"Interview Music","Idlewild","2019-04-05","The eighth full-length studio release for the Scottish rock band was recorded in Los Angeles and Scotland with producer Dave Eringa.",2019,3.04,"Indie Rock
Neo-Psychedelia","English","['Dream Variations', 'There’s a Place for Everything', 'Interview Music', 'All These Words', 'You Wear It Secondhand', 'Same Things Twice', 'I Almost Didn’t Notice', 'Miracles', 'Mount Analogue', 'Forever New', 'Bad Logic', 'Familiar to Ignore', 'Lake Martinez']","['#b5b1a2', '#be2505', '#b39d6e', '#d0cbb7', '#6c5601', '#b7a57d', '#9e9e9e', '#917b15', '#9a8704', '#a99d85']","",72,8.38461538461539,15,4,8,13
1029,69,460,"Wallop","!!! [Chik Chik Chik]","2019-08-30","The eighth full-length release for the New York City-based dance-punk band features a guest appearance from Meah Pace.",2019,3.07,"Alternative Dance, Dance-Punk
Nu-Disco, Funktronica, New Rave","English","['Let It Change U', ""Couldn't Have Known"", 'Off the Grid', 'In the Grid', 'Serbia Drums', 'My Fault', 'Slow Motion', 'Slo Mo', '$50 Million', 'Domino', 'Rhythm of the Gravity', 'UR Paranoid', 'This Is the Door', 'This Is the Dub']","['#7bb6bc', '#ec1c68', '#ce1960', '#9d0947', '#b30e52', '#c87b9d']","#1,229 for 2019",386,13.8571428571429,23,8,11.5,14
1030,68,461,"Cause and Effect","Keane","2019-09-20","The fifth full-length studio release from the British alternative rock band is its first in seven years and was produced with David Kosten.",2019,2.92,"Pop Rock, Indie Pop, Synthpop
Synthpop, Piano Rock, Pop Rock","English","['You’re Not Home', 'Love Too Much', 'The Way I Feel', 'Put the Radio On', 'Strange Room', 'Stupid Things', 'Phases', 'I’m Not Leaving', 'Thread', 'Chase the Night Away', 'I Need Your Love']","['#894e12', '#9ca3bd', '#b8a4a0', '#f05773', '#c98836', '#632d00', '#bd191a', '#ce1f26']","#1,491 for 2019",342,36.875,48,29,35.5,16
1031,68,462,"Strange Creatures","Drenge","2019-02-22","The third full-length release for the British rock duo of Eoin and Rory Loveless was produced by Ross Orton.",2019,3.01,"Indie Rock, Garage Rock
Post-Punk","English","['Bonfire of the City Boys', 'This Dance', 'Autonomy', 'Teenage Love', 'Strange Creatures', 'Prom Night', 'No Flesh Road', 'Never See the Signs', 'Avalanches', 'When I Look Into Your Eyes']","['#8c8e8d', '#6f422b', '#b26f1e', '#b9a19d', '#8d5a19', '#e57c21']","#1,921 for 2019",198,13,23,9,11,10
1032,68,463,"Courage","Céline Dion","2019-11-15","The first English-language release in six years for the Canadian pop singer features contributions from David Guetta, Greg Kurstin, LP, Sia, Sam Smith, and Björn Yttling.",2019,2.59,"Adult Contemporary, Pop
Electronic Dance Music","English","['Flying on My Own', 'Lovers Never Die', 'Falling in Love Again', 'Lying Down', 'Courage', 'Imperfections', 'Change My Mind', 'Say Yes', ""Nobody's Watching"", 'The Chase', 'For the Lover That I Lost', 'Baby', 'I Will Be Stronger', 'How Did You Get Here', 'Look at Us Now', 'Perfect Goodbye']","['#8a817c', '#827d7a', '#832d00', '#ba4309', '#cbc9cc']","",99,38.3,52,33,36,20
1033,68,464,"Days of the Bagnold Summer OST","Belle and Sebastian","2019-09-13","The soundtrack for Simon Bird's coming-of-age comedy from the Scottish indie rock band includes 11 new songs as well as two previously released tracks.",2019,3.04,"Indie Pop, Film Soundtrack
Chamber Pop","English","['Sister Buddha (Intro)', 'I Know Where the Summer Goes', 'Did the Day Go Just Like You Wanted?', 'Jill Pole', ""I'll Keep It Inside"", 'Safety Valve', ""The Colour's Gonna Run"", 'Another Day, Another Night', ""Get Me Away From Here, I'm Dying"", 'Wait and See What the Day Holds', 'Sister Buddha', 'This Letter', 'We Were Never Glorious']","['#3c4a8b', '#7c82b6', '#aeafcb', '#cbccc8', '#a2a5d0']","#1,093 for soundtracks",417,21.0769230769231,32,14,21,13
1034,68,465,"DSVII","M83","2019-09-20","The eighth full-length studio release for the French electronic project of Anthony Gonzalez is a sequel to 2007's Digital Shades Vol. 1 and was inspired by 1980s sci-fi and fantasy movies as well as video game soundtracks.",2019,2.79,"New Age, Ambient
Progressive Electronic","","['Hell Riders', 'A Bit of Sweetness', 'Goodbye Captain Lee', 'Colonies', 'Meet the Friends', 'Feelings', 'A Word of Wisdom', 'Lune de fiel', ""Jeux d'enfants"", 'A Taste of the Dusk', 'Lunar Son', ""Oh Yes You're There, Everyday"", 'Mirage', 'Taifun Glory', 'Temple of Sorrow']","['#999ebb', '#a5a0aa', '#a26378', '#708cbb']","#1,751 for 2019",936,26,36,20,25,15
1035,68,466,"Seeing Other People","Foxygen","2019-04-26","The fifth full-length release for Jonathan Rado and Sam France was self-produced and mixed by Shawn Everett.",2019,2.82,"Glam Rock
Neo-Psychedelia, Synth Funk, Progressive Pop","","['Work', 'Mona', 'Seeing Other People', 'Face the Facts', 'Livin’ a Lie', 'The Thing Is', 'News', 'Flag at Half-Mast', 'The Conclusion']","['#7c7c7c', '#868686', '#b0b1ad', '#bbbcb7', '#848482']","#1,723 for 2019",668,20.3333333333333,31,12,22,9
1036,68,467,"Hotel Last Resort","Violent Femmes","2019-07-26","Produced by Ted Hutt, the 10th full-length studio release for the folk punk band features guest appearances from Stefan Janoski and Tom Verlaine.",2019,2.4,"Alternative Rock, Folk Rock
Folk Punk, Folk Rock, Acoustic Rock","English","['Another Chorus', 'I Get What I Want', 'I’m Nothing', 'Adam Was a Man', 'Not Ok', 'Hotel Last Resort', 'Everlasting You', 'It’s All or Nothing', 'I’m Not Gonna Cry', 'This Free Ride', 'Paris to Sleep', 'Sleepin’ at the Meetin’', 'God Bless America']","['#a5b5c4', '#b0b9c8', '#abb4b5', '#4c5712', '#79812b', '#7a7c7d', '#f01123', '#afbdc8', '#899aaa', '#be4334']","",237,16,24,9,15,13
1037,68,468,"Para Mi","Cuco","2019-07-26","The debut full-length studio release for the Southern California indie pop artist was self-produced.",2019,2.46,"Alternative R&B, Bedroom Pop, Hypnagogic Pop","English","['Intro', 'Keeping Tabs', 'Bossa no sé', 'Perihelion (Interlude)', 'Feelings', 'Lovetripper', 'Ego Death in Thailand', 'Hydrocodone', 'Far Away From Home', 'Brokey the Pear (Interlude)', 'Best Friend', 'Room Tone (Interlude)', 'Do Better']","['#ed3223', '#ee5720', '#8b8cab', '#384ea3', '#5a857c', '#9ca0cf', '#7f2318', '#8b92c8', '#bcb4e7', '#b8a388']","",410,47,68,12,46,13
1038,68,469,"Emerald Valley","Filthy Friends","2019-05-03","The second full-length release for the indie rock supergroup that includes Kurt Bloch, Peter Buck, Scott McCaughey, Linda Pitmon, and Corin Tucker was co-produced by Bill Rieflin.",2019,2.79,"Indie Rock","","['Emerald Valley', 'Pipeline', 'November Man', 'Only Lovers Are Broken', 'Angels', 'The Elliott', 'One Flew East', 'Break Me', 'Last Chance County', 'Hey Lacey']","['#c4b5b0', '#119758', '#666263', '#8b8a85']","",68,2.1,5,1,1.5,10
1039,68,470,"Varshons 2","The Lemonheads","2019-02-08","The second collection of covers by the Boston alternative rock band led by Evan Dando was produced by Matthew Cullen.",2019,2.88,"Alternative Rock, Power Pop
Folk Rock","English","[""Can't Forget"", 'Settled Down Like Rain', 'Old Man Blank', 'Things', 'Speed of the Sound of Loneliness', 'Abandoned', 'Now and Then', 'Magnet', 'Round Here', 'TAQN', 'Unfamiliar', 'Straight to You', 'Take It Easy']","['#235f67', '#8ab2bc', '#5e8a35', '#7aaf9d']","",106,14.3076923076923,24,7,14,13
1040,68,471,"Cotillions","William Patrick Corgan","2019-11-22","The second full-length solo release for The Smashing Pumpkins lead singer under his full name was recorded in Chicago and Nashville.",2019,3.01,"Acoustic Rock, Alt-Country
Singer-Songwriter, Americana","English","[""To Scatter One's Own"", 'Hard Times', 'Jubilee', 'Fragile, the Spark', 'Cotillions', ""Faithless Darlin'"", 'Colosseum', 'Martinets', 'Buffalo Boys', 'Dancehall', 'Cri de Coeur', 'Like Lambs', 'Rider', 'Apologia', 'Neptulius', '6+7', 'Anon']","['#7a7a7a', '#cccccc']","",136,9.47058823529412,13,7,9,17
1041,68,472,"Hello Happiness","Chaka Khan","2019-02-15","The first new studio release of new songs from the Chicago R&B/funk artist since 2007 was co-produced by Sarah Ruba and David ""Switch"" Taylor.",2019,3.12,"Soul, Synth Funk
Funktronica, Boogie, Nu-Disco, Pop Soul","English","['Hello Happiness', 'Like a Lady', ""Don't Cha Know"", 'Too Hot', 'Like Sugar', ""Isn't That Enough"", 'Ladylike']","['#c2bdac', '#c7c7c7', '#81919e', '#5a3421', '#406f81', '#305164', '#d8c4a3', '#98b8c5', '#979c98', '#a98471']","#1,463 for 2019",234,29.2857142857143,57,20,22,7
1042,67,473,"Happy Now","Gang of Four","2019-04-19","The ninth full-length release for the British post-punk band led by Andy Gill was co-produced with Ben Hillier and Ross Orton.",2019,2.17,"Alternative Dance
Synthpop, Post-Punk","English","['Toreador', 'Alpha Male', 'One True Friend', ""Ivanka – My Name's on It"", ""Don't Ask Me"", 'Change the Locks', ""I'm a Liar"", 'White Lie', 'Paper Thin', 'Lucky [bonus track]']","['#bdb3aa', '#9c9e99', '#6b6f61', '#af773c', '#005685']","",199,6.1,12,3,5.5,10
1043,67,474,"Aokohio","Why?","2019-08-09","The sixth full-length studio release for the Yoni Wolf-led indie rock band was co-produced by brother Josiah  and features guest appearances from Gabby’s World, Christian Lee Hutson, Gia Margaret, and Lala Lala.",2019,2.95,"Indie Pop
Abstract Hip Hop, Neo-Psychedelia, Art Pop","English","['Apogee', 'The Rash', 'Peel Free', 'Reason', 'Deleterio Motilis', 'Stained Glass Slipper', 'The Launch', 'High Dive', 'Mr. Fifths’ Plea', 'Good Fire', 'Narcissistic Lamentation', 'Krevin’', 'The Crippled Physician', 'Ustekinumab', 'My Original', 'Rock Candy', 'Once Shy', 'The Shame', 'Bloom Wither Bloom (For Mom)']","['#673c46', '#95294b', '#af7d74', '#3e6050', '#991d39', '#bab4bc']","#1,559 for 2019",272,13.5263157894737,18,9,13,19
